lon,lat,regression_value,classification_label,combined_output_h_x
121.23,23.14,23.47800000000002,1,23.47800000000002
120.9,23.92,21.39999999999998,1,21.39999999999998
121.32,24.73,21.658000000000012,1,21.658000000000012
121.08,23.02,16.82900000000002,1,16.82900000000002
120.84,22.3,27.648000000000014,1,27.648000000000014
121.35,23.86,17.200000000000017,1,17.200000000000017
120.75,22.57,13.331999999999988,1,13.331999999999988
121.56,22.03,26.85900000000002,1,26.85900000000002
120.45,23.89,25.898000000000042,1,25.898000000000042
120.45,23.98,26.135999999999996,1,26.135999999999996
121.5,25.12,27.80300000000002,1,27.80300000000002
121.26,23.68,8.214,1,8.214
121.71,24.82,25.307000000000013,1,25.307000000000013
120.51,22.96,24.35100000000001,1,24.35100000000001
120.9,22.78,13.968999999999992,1,13.968999999999992
120.33,23.41,25.221999999999984,1,25.221999999999984
121.44,24.7,17.87500000000001,1,17.87500000000001
120.63,23.98,25.30600000000001,1,25.30600000000001
121.26,23.62,6.558000000000008,1,6.558000000000008
120.6,24.31,26.495000000000008,1,26.495000000000008
121.5,24.43,16.650999999999996,1,16.650999999999996
121.08,24.16,13.72100000000001,1,13.72100000000001
120.3,23.23,25.080999999999968,1,25.080999999999968
121.5,23.56,25.923000000000005,1,25.923000000000005
120.51,22.75,25.150999999999996,1,25.150999999999996
120.84,22.54,23.65499999999999,1,23.65499999999999
121.53,25.18,26.465999999999973,1,26.465999999999973
121.65,24.67,26.62799999999997,1,26.62799999999997
120.3,23.2,25.058999999999987,1,25.058999999999987
120.24,23.56,25.45400000000002,1,25.45400000000002
121.23,23.32,17.658,1,17.658
120.57,22.54,25.85800000000003,1,25.85800000000003
121.5,23.53,25.174000000000014,1,25.174000000000014
120.87,22.09,27.746000000000024,1,27.746000000000024
121.65,24.28,16.186000000000007,1,16.186000000000007
120.39,23.59,25.39800000000001,1,25.39800000000001
120.99,23.38,7.944999999999993,1,7.944999999999993
120.9,22.69,16.39499999999999,1,16.39499999999999
120.69,24.4,26.347999999999974,1,26.347999999999974
120.24,23.29,25.249000000000006,1,25.249000000000006
120.42,23.14,24.41000000000001,1,24.41000000000001
121.56,25.12,26.413999999999973,1,26.413999999999973
121.38,23.44,22.745999999999977,1,22.745999999999977
120.75,24.28,25.937000000000015,1,25.937000000000015
121.32,23.8,16.472999999999992,1,16.472999999999992
121.23,23.71,4.4310000000000045,1,4.4310000000000045
120.72,23.02,16.317000000000018,1,16.317000000000018
120.78,22.84,13.085000000000003,1,13.085000000000003
121.32,23.26,22.552000000000007,1,22.552000000000007
121.47,24.31,12.824999999999994,1,12.824999999999994
120.66,23.35,20.294999999999963,1,20.294999999999963
120.99,23.2,15.069,1,15.069
121.38,24.34,14.417000000000005,1,14.417000000000005
120.36,23.14,24.838000000000026,1,24.838000000000026
120.27,23.71,25.508000000000003,1,25.508000000000003
120.57,24.13,26.425999999999995,1,26.425999999999995
121.23,23.26,20.47599999999998,1,20.47599999999998
120.78,22.12,27.538000000000032,1,27.538000000000032
120.66,22.51,24.221999999999976,1,24.221999999999976
120.9,23.77,21.096000000000014,1,21.096000000000014
120.96,23.11,5.874000000000003,1,5.874000000000003
121.32,23.29,23.402999999999988,1,23.402999999999988
121.2,25.09,28.181000000000022,0,-999.0
121.47,24.04,18.108000000000008,1,18.108000000000008
121.47,23.77,25.781999999999975,1,25.781999999999975
121.59,24.13,25.063000000000006,1,25.063000000000006
121.71,24.34,24.355000000000008,1,24.355000000000008
121.17,24.94,27.87999999999998,1,27.87999999999998
121.14,23.35,9.604999999999995,1,9.604999999999995
120.81,24.01,24.059999999999988,1,24.059999999999988
121.02,23.77,16.82399999999997,1,16.82399999999997
121.29,24.25,15.701000000000022,1,15.701000000000022
120.99,23.65,11.259600000000013,1,11.259600000000013
120.63,23.44,21.207000000000022,1,21.207000000000022
120.75,24.16,25.84300000000002,1,25.84300000000002
120.24,23.26,25.215999999999994,1,25.215999999999994
120.9,22.54,24.936999999999983,1,24.936999999999983
120.66,23.68,24.12300000000001,1,24.12300000000001
120.63,23.65,23.521,1,23.521
120.9,22.66,19.465999999999994,1,19.465999999999994
121.11,24.19,13.692999999999998,1,13.692999999999998
120.99,24.64,25.824999999999992,1,25.824999999999992
121.59,24.25,15.732000000000028,1,15.732000000000028
121.32,24.76,23.690000000000026,1,23.690000000000026
121.08,24.13,21.712999999999983,1,21.712999999999983
121.5,23.8,26.20499999999999,1,26.20499999999999
120.84,22.81,13.204999999999995,1,13.204999999999995
121.35,24.82,26.523000000000007,1,26.523000000000007
120.96,24.31,20.88500000000002,1,20.88500000000002
121.2,24.31,16.679999999999996,1,16.679999999999996
121.74,24.34,26.95300000000002,1,26.95300000000002
121.08,24.88,26.703000000000024,1,26.703000000000024
121.8,24.46,25.494999999999994,1,25.494999999999994
121.02,24.4,20.450999999999976,1,20.450999999999976
121.44,24.88,25.54200000000002,1,25.54200000000002
120.15,23.65,25.503,1,25.503
120.27,23.17,25.099999999999962,1,25.099999999999962
120.6,22.66,25.577999999999985,1,25.577999999999985
121.2,23.23,18.122999999999994,1,18.122999999999994
121.08,24.55,19.88700000000002,1,19.88700000000002
120.81,23.53,10.119000000000007,1,10.119000000000007
121.29,25.03,27.989,1,27.989
120.69,23.32,20.486999999999977,1,20.486999999999977
121.08,23.41,11.665000000000004,1,11.665000000000004
120.99,23.98,24.348000000000027,1,24.348000000000027
121.53,24.19,20.659000000000024,1,20.659000000000024
121.38,23.62,22.584000000000024,1,22.584000000000024
121.05,23.17,15.079999999999995,1,15.079999999999995
121.83,24.94,24.614,1,24.614
120.15,23.23,25.35100000000003,1,25.35100000000003
120.42,23.74,25.488000000000007,1,25.488000000000007
120.81,24.46,26.162999999999997,1,26.162999999999997
121.59,25.03,27.744000000000042,1,27.744000000000042
120.66,22.33,26.677000000000035,1,26.677000000000035
121.32,23.05,22.930000000000003,1,22.930000000000003
120.81,22.93,14.176000000000004,1,14.176000000000004
120.78,22.36,21.582000000000008,1,21.582000000000008
120.57,23.23,19.770000000000017,1,19.770000000000017
121.32,24.46,15.783999999999997,1,15.783999999999997
121.74,24.28,23.496000000000002,1,23.496000000000002
120.36,23.59,25.38900000000004,1,25.38900000000004
120.69,23.92,25.48500000000001,1,25.48500000000001
120.6,23.11,21.215000000000014,1,21.215000000000014
120.57,23.5,24.198000000000008,1,24.198000000000008
120.24,23.47,25.368000000000038,1,25.368000000000038
121.2,23.77,6.434999999999999,1,6.434999999999999
120.96,24.28,20.082000000000015,1,20.082000000000015
121.68,25.0,25.845000000000024,1,25.845000000000024
120.39,22.69,25.19800000000002,1,25.19800000000002
121.26,22.99,24.92499999999999,1,24.92499999999999
121.14,24.97,28.008999999999983,1,28.008999999999983
120.54,23.38,20.883999999999993,1,20.883999999999993
121.32,23.98,9.709999999999985,1,9.709999999999985
120.39,23.11,24.573000000000008,1,24.573000000000008
120.42,23.56,25.470000000000017,1,25.470000000000017
120.42,23.29,24.715000000000018,1,24.715000000000018
120.69,22.63,21.983999999999984,1,21.983999999999984
120.42,22.69,25.154000000000018,1,25.154000000000018
120.9,24.28,23.746999999999993,1,23.746999999999993
121.17,23.59,4.111999999999997,1,4.111999999999997
120.51,24.1,26.521999999999995,1,26.521999999999995
120.27,23.11,25.099999999999962,1,25.099999999999962
121.2,24.1,21.122999999999994,1,21.122999999999994
120.87,22.6,24.301999999999992,1,24.301999999999992
120.3,22.69,25.491999999999997,1,25.491999999999997
121.2,24.91,27.397999999999996,1,27.397999999999996
121.02,22.9,19.854999999999986,1,19.854999999999986
120.33,22.81,25.190999999999985,1,25.190999999999985
121.14,23.23,8.229000000000003,1,8.229000000000003
120.9,22.51,25.35699999999999,1,25.35699999999999
120.27,22.72,25.396000000000004,1,25.396000000000004
121.17,22.81,25.361000000000004,1,25.361000000000004
121.2,24.76,25.82600000000001,1,25.82600000000001
121.11,24.31,11.041000000000006,1,11.041000000000006
121.29,24.94,28.237999999999996,1,28.237999999999996
120.39,23.41,25.076999999999984,1,25.076999999999984
120.75,23.62,15.717999999999995,1,15.717999999999995
120.69,22.39,23.750999999999976,1,23.750999999999976
121.77,24.91,23.475000000000005,1,23.475000000000005
120.9,22.6,24.725000000000005,1,24.725000000000005
120.21,23.05,25.243000000000016,1,25.243000000000016
120.6,22.84,24.933000000000014,1,24.933000000000014
120.24,23.8,25.883999999999954,0,-999.0
121.02,23.08,12.995000000000003,1,12.995000000000003
121.2,24.82,26.024999999999995,1,26.024999999999995
120.48,24.07,26.375000000000036,1,26.375000000000036
120.96,22.87,17.001000000000023,1,17.001000000000023
120.75,22.18,26.96999999999996,1,26.96999999999996
120.72,22.84,16.677999999999997,1,16.677999999999997
120.48,24.1,26.51699999999999,1,26.51699999999999
121.2,23.86,9.088,1,9.088
121.08,24.97,27.867000000000015,1,27.867000000000015
120.18,23.23,25.310000000000013,1,25.310000000000013
120.27,22.87,24.947999999999983,1,24.947999999999983
121.29,24.82,26.456999999999994,1,26.456999999999994
120.63,22.78,25.078999999999997,1,25.078999999999997
120.78,22.24,25.97499999999998,1,25.97499999999998
120.69,22.9,21.93799999999999,1,21.93799999999999
121.41,24.97,28.299999999999997,1,28.299999999999997
120.66,23.32,20.799999999999972,1,20.799999999999972
121.2,23.17,21.01100000000001,1,21.01100000000001
121.32,23.83,15.731999999999994,1,15.731999999999994
121.68,24.25,19.941999999999993,1,19.941999999999993
120.39,23.2,24.22,1,24.22
120.27,23.5,25.379000000000048,1,25.379000000000048
121.44,24.76,19.11200000000002,1,19.11200000000002
120.63,24.4,26.827000000000012,1,26.827000000000012
120.6,23.05,20.781000000000017,1,20.781000000000017
121.2,23.47,4.232299999999998,1,4.232299999999998
120.87,22.99,9.359000000000014,1,9.359000000000014
121.32,24.01,15.990000000000009,1,15.990000000000009
121.59,23.98,26.122999999999998,1,26.122999999999998
120.21,22.9,25.23399999999999,1,25.23399999999999
120.39,23.56,25.38100000000002,1,25.38100000000002
120.72,22.54,21.078999999999994,1,21.078999999999994
120.66,23.47,17.496000000000002,1,17.496000000000002
121.11,23.32,8.709000000000003,1,8.709000000000003
120.96,23.47,4.868999999999995,1,4.868999999999995
121.32,23.38,24.84499999999999,1,24.84499999999999
121.17,24.37,12.251000000000001,1,12.251000000000001
121.17,22.78,25.785999999999976,1,25.785999999999976
120.93,22.6,24.875000000000004,1,24.875000000000004
121.44,23.86,19.304999999999975,1,19.304999999999975
120.15,23.2,25.33700000000003,1,25.33700000000003
121.29,23.14,21.35799999999998,1,21.35799999999998
120.63,23.53,20.33200000000003,1,20.33200000000003
120.51,23.11,22.833999999999968,1,22.833999999999968
121.17,24.01,19.129999999999978,1,19.129999999999978
120.42,23.98,26.193000000000012,1,26.193000000000012
120.48,24.04,26.462000000000018,1,26.462000000000018
120.87,23.14,6.799999999999995,1,6.799999999999995
120.84,22.48,23.779,1,23.779
121.44,23.41,19.47499999999999,1,19.47499999999999
121.26,24.67,21.99199999999999,1,21.99199999999999
120.18,23.29,25.370000000000022,1,25.370000000000022
120.3,23.53,25.336000000000016,1,25.336000000000016
120.66,22.63,22.382999999999985,1,22.382999999999985
120.15,23.62,25.500999999999998,1,25.500999999999998
121.17,23.71,11.725999999999997,1,11.725999999999997
120.87,23.95,22.505,1,22.505
120.78,22.87,14.203000000000008,1,14.203000000000008
120.54,24.16,26.581999999999958,1,26.581999999999958
121.29,23.62,10.055000000000001,1,10.055000000000001
121.32,24.28,17.82300000000003,1,17.82300000000003
121.29,23.38,23.26799999999998,1,23.26799999999998
120.42,23.38,24.947999999999997,1,24.947999999999997
121.05,24.1,24.046000000000006,1,24.046000000000006
120.42,22.54,25.608000000000008,1,25.608000000000008
120.96,23.8,19.15099999999998,1,19.15099999999998
121.77,25.03,26.085999999999995,1,26.085999999999995
121.5,23.92,23.577999999999978,1,23.577999999999978
120.99,23.47,8.567000000000005,1,8.567000000000005
120.84,23.47,14.36500000000001,1,14.36500000000001
120.66,23.26,19.309999999999967,1,19.309999999999967
121.56,23.95,26.60199999999999,1,26.60199999999999
121.2,24.73,25.528000000000002,1,25.528000000000002
120.75,23.17,17.924,1,17.924
120.66,23.53,18.23299999999999,1,18.23299999999999
120.3,22.87,25.089999999999964,1,25.089999999999964
120.81,22.03,27.54499999999998,1,27.54499999999998
121.56,24.7,22.45500000000002,1,22.45500000000002
120.87,22.51,24.09599999999999,1,24.09599999999999
121.17,23.08,24.156999999999986,1,24.156999999999986
120.57,22.72,25.156999999999993,1,25.156999999999993
120.42,23.26,24.511000000000017,1,24.511000000000017
120.69,23.62,20.344,1,20.344
120.78,23.38,14.316999999999984,1,14.316999999999984
121.26,23.29,20.378999999999987,1,20.378999999999987
120.84,23.89,21.359000000000023,1,21.359000000000023
120.45,22.78,24.657999999999973,1,24.657999999999973
121.65,24.46,21.802999999999997,1,21.802999999999997
121.02,22.81,22.062999999999978,1,22.062999999999978
121.17,24.88,26.57700000000002,1,26.57700000000002
120.87,24.64,26.810000000000024,1,26.810000000000024
120.48,23.59,25.291000000000007,1,25.291000000000007
120.84,24.49,25.783000000000005,1,25.783000000000005
120.36,22.72,25.282000000000036,1,25.282000000000036
120.33,23.2,24.91100000000004,1,24.91100000000004
121.32,23.86,15.696999999999994,1,15.696999999999994
120.72,23.71,22.539999999999992,1,22.539999999999992
120.69,22.27,27.51299999999999,1,27.51299999999999
120.96,22.63,22.929999999999986,1,22.929999999999986
120.57,23.98,26.247999999999987,1,26.247999999999987
121.17,23.41,14.674399999999997,1,14.674399999999997
120.39,22.51,25.661000000000005,1,25.661000000000005
120.39,22.84,24.832000000000015,1,24.832000000000015
120.87,22.24,27.356999999999957,1,27.356999999999957
121.32,24.25,14.817000000000013,1,14.817000000000013
121.47,24.07,12.798999999999989,1,12.798999999999989
120.6,22.63,25.883999999999993,1,25.883999999999993
120.69,24.19,26.368000000000023,1,26.368000000000023
121.05,23.38,11.443000000000007,1,11.443000000000007
120.39,23.77,25.565999999999978,1,25.565999999999978
121.05,22.81,23.839999999999986,1,23.839999999999986
120.51,22.45,25.921999999999983,1,25.921999999999983
121.41,24.1,11.996999999999991,1,11.996999999999991
121.38,24.01,20.083,1,20.083
120.87,22.63,19.88400000000001,1,19.88400000000001
121.65,24.82,23.42700000000002,1,23.42700000000002
120.69,23.29,20.232999999999965,1,20.232999999999965
121.29,24.13,12.067000000000002,1,12.067000000000002
121.38,24.97,28.152999999999988,1,28.152999999999988
120.45,23.41,25.048,1,25.048
120.51,22.87,24.81300000000002,1,24.81300000000002
120.69,23.68,22.344000000000015,1,22.344000000000015
120.69,23.02,20.981999999999974,1,20.981999999999974
120.96,24.13,21.62300000000001,1,21.62300000000001
120.63,22.36,27.83400000000003,1,27.83400000000003
120.81,23.29,15.76899999999999,1,15.76899999999999
121.74,24.64,28.127999999999975,1,28.127999999999975
121.44,24.01,22.41699999999998,1,22.41699999999998
121.62,24.43,24.14200000000002,1,24.14200000000002
120.33,23.68,25.523000000000003,1,25.523000000000003
121.08,24.37,13.456000000000001,1,13.456000000000001
121.17,23.14,23.632000000000026,1,23.632000000000026
120.81,23.71,18.514999999999997,1,18.514999999999997
121.38,24.67,23.40400000000003,1,23.40400000000003
120.96,24.82,26.863999999999987,1,26.863999999999987
121.5,24.13,16.273,1,16.273
120.81,22.42,22.914000000000016,1,22.914000000000016
120.33,23.74,25.5,1,25.5
121.32,24.22,15.271000000000017,1,15.271000000000017
120.51,23.83,25.712999999999987,1,25.712999999999987
121.2,23.35,18.634999999999987,1,18.634999999999987
120.57,24.16,26.315999999999978,1,26.315999999999978
121.5,24.61,24.82799999999999,1,24.82799999999999
121.68,24.61,27.103,1,27.103
121.32,23.32,23.40099999999999,1,23.40099999999999
120.72,22.66,20.21600000000001,1,20.21600000000001
120.6,23.29,22.28000000000001,1,22.28000000000001
120.45,22.66,25.188000000000006,1,25.188000000000006
120.69,24.43,26.870000000000026,1,26.870000000000026
120.18,22.99,25.630000000000006,1,25.630000000000006
121.26,23.38,19.970000000000017,1,19.970000000000017
120.9,22.39,27.608999999999995,1,27.608999999999995
121.47,24.52,22.493000000000002,1,22.493000000000002
121.11,24.55,20.255000000000006,1,20.255000000000006
120.75,22.48,18.390999999999977,1,18.390999999999977
120.84,22.57,23.971000000000004,1,23.971000000000004
120.33,22.93,25.001000000000005,1,25.001000000000005
120.6,23.41,21.948999999999987,1,21.948999999999987
121.8,24.55,25.02500000000002,1,25.02500000000002
120.39,23.74,25.471000000000014,1,25.471000000000014
121.41,25.12,27.652000000000008,1,27.652000000000008
120.96,24.16,21.543999999999983,1,21.543999999999983
120.81,22.75,20.211,1,20.211
121.26,23.95,9.894,1,9.894
120.87,23.8,22.895000000000035,1,22.895000000000035
120.21,23.17,25.243999999999993,1,25.243999999999993
120.84,24.1,23.267,1,23.267
120.27,23.68,25.76399999999998,1,25.76399999999998
121.11,24.73,26.057999999999996,1,26.057999999999996
121.17,23.65,8.642999999999997,1,8.642999999999997
120.99,24.7,26.906999999999968,1,26.906999999999968
121.59,25.18,23.108999999999977,1,23.108999999999977
120.81,23.11,14.300999999999982,1,14.300999999999982
120.78,22.18,27.086000000000002,1,27.086000000000002
121.2,24.13,22.139999999999976,1,22.139999999999976
120.66,24.31,26.073000000000025,1,26.073000000000025
121.08,24.52,16.780999999999995,1,16.780999999999995
121.14,22.81,25.433999999999987,1,25.433999999999987
121.47,25.09,27.869000000000018,1,27.869000000000018
120.96,22.57,25.656000000000017,1,25.656000000000017
121.29,24.61,19.243000000000006,1,19.243000000000006
121.44,23.47,24.035000000000004,1,24.035000000000004
121.38,23.71,21.898000000000014,1,21.898000000000014
121.29,24.22,14.315000000000019,1,14.315000000000019
121.53,24.67,22.460999999999995,1,22.460999999999995
121.11,25.0,28.012999999999987,1,28.012999999999987
120.6,22.72,24.984999999999992,1,24.984999999999992
120.51,22.63,25.47900000000001,1,25.47900000000001
120.39,22.75,24.709000000000014,1,24.709000000000014
120.6,23.8,25.689,1,25.689
120.48,23.2,22.577,1,22.577
121.77,24.82,27.390000000000004,1,27.390000000000004
120.87,24.16,24.28900000000001,1,24.28900000000001
120.45,23.02,24.486999999999988,1,24.486999999999988
121.2,24.97,28.298999999999964,1,28.298999999999964
120.69,23.59,19.46599999999998,1,19.46599999999998
120.63,23.74,24.46199999999996,1,24.46199999999996
121.29,23.77,12.602000000000002,1,12.602000000000002
121.32,25.03,27.541000000000036,1,27.541000000000036
121.35,24.37,16.28,1,16.28
120.72,23.65,17.287000000000003,1,17.287000000000003
121.14,23.71,12.190999999999995,1,12.190999999999995
121.65,25.09,28.33100000000002,1,28.33100000000002
120.57,23.08,22.606000000000012,1,22.606000000000012
121.08,22.78,25.70099999999999,1,25.70099999999999
120.45,23.83,25.71899999999999,1,25.71899999999999
121.68,24.28,19.75299999999998,1,19.75299999999998
120.87,23.41,12.339000000000004,1,12.339000000000004
120.33,23.89,25.75700000000001,1,25.75700000000001
121.38,23.14,24.20599999999998,1,24.20599999999998
121.56,25.24,23.72499999999999,1,23.72499999999999
120.57,23.65,25.315999999999985,1,25.315999999999985
120.96,23.38,8.66099999999999,1,8.66099999999999
120.84,21.94,28.206999999999976,1,28.206999999999976
120.66,23.38,19.22599999999997,1,19.22599999999997
121.38,23.35,21.043000000000003,1,21.043000000000003
121.92,25.0,26.858999999999977,1,26.858999999999977
120.99,22.93,13.401999999999987,1,13.401999999999987
120.75,24.4,24.757999999999985,1,24.757999999999985
120.9,24.52,25.188000000000002,1,25.188000000000002
121.44,24.22,22.201,1,22.201
120.39,22.63,25.426000000000045,1,25.426000000000045
120.57,22.81,25.101000000000017,1,25.101000000000017
120.39,23.62,25.417000000000012,1,25.417000000000012
120.69,23.05,21.563999999999997,1,21.563999999999997
120.6,23.98,25.73199999999997,1,25.73199999999997
120.57,23.26,20.526000000000018,1,20.526000000000018
120.66,23.11,19.41099999999999,1,19.41099999999999
120.93,22.51,25.092999999999975,1,25.092999999999975
120.57,22.66,25.495999999999995,1,25.495999999999995
120.54,23.8,25.660999999999973,1,25.660999999999973
121.77,24.46,26.21300000000002,1,26.21300000000002
121.11,23.29,9.864000000000008,1,9.864000000000008
120.45,24.1,26.485999999999994,1,26.485999999999994
120.78,24.07,24.53900000000002,1,24.53900000000002
120.36,22.81,25.149,1,25.149
121.35,24.46,18.278999999999975,1,18.278999999999975
120.93,22.57,25.624000000000002,1,25.624000000000002
120.84,23.65,17.026000000000007,1,17.026000000000007
121.56,24.22,17.389000000000024,1,17.389000000000024
121.05,24.61,22.151000000000014,1,22.151000000000014
120.54,24.1,26.572999999999976,1,26.572999999999976
121.47,25.0,28.320999999999984,1,28.320999999999984
120.27,23.38,25.283000000000026,1,25.283000000000026
120.42,23.05,24.631,1,24.631
120.36,22.84,25.077999999999996,1,25.077999999999996
120.27,23.56,25.44700000000002,1,25.44700000000002
121.47,24.28,16.084999999999987,1,16.084999999999987
121.29,23.08,22.479999999999983,1,22.479999999999983
120.87,22.81,11.937000000000001,1,11.937000000000001
121.08,23.2,10.945999999999996,1,10.945999999999996
120.9,22.75,14.839999999999991,1,14.839999999999991
121.62,24.55,21.786999999999974,1,21.786999999999974
120.75,23.98,25.26299999999999,1,25.26299999999999
120.54,24.19,26.592000000000006,1,26.592000000000006
120.57,22.96,24.39400000000001,1,24.39400000000001
120.66,23.83,25.01900000000002,1,25.01900000000002
120.9,24.1,24.708999999999993,1,24.708999999999993
120.96,24.07,25.26099999999998,1,25.26099999999998
